x,y,value
69,53,12
69,54,14
69,55,14
69,56,4
69,57,4
69,58,5
69,59,7
69,60,5
69,61,9
69,62,8
69,63,6
69,64,9
69,65,9
69,66,5
69,67,11
69,68,57
70,1,14
70,2,4
70,3,10
70,4,4
70,5,4
70,6,6
70,7,6
70,8,3
70,9,6
70,10,2
70,11,6
70,12,6
70,13,6
70,14,6
70,15,1
70,16,3
70,17,1
70,18,5
70,19,4
70,20,11
70,21,5
70,22,10
70,23,4
70,24,3
70,25,1
70,26,13
70,27,9
70,28,7
70,29,8
70,30,9
70,31,5
70,32,4
70,33,8
70,34,7
70,35,7
70,36,2
70,37,4
70,38,6
70,39,7
70,40,3
70,41,4
70,42,3
70,43,1
70,44,1
70,45,7
70,46,6
70,47,12
70,48,7
70,49,8
70,50,8
70,51,8
70,52,9
70,53,10
70,54,9
70,55,9
70,56,4
70,57,4
70,58,7
70,59,9
70,60,8
70,61,9
70,62,4
70,63,3
70,64,11
70,65,11
70,66,6
70,67,10
70,68,10
70,69,10
71,1,21
71,2,4
71,3,8
71,4,3
71,5,3
71,6,5
71,7,4
71,8,2
71,9,5
71,10,1
71,11,3
71,12,3
71,13,4
71,14,4
71,15,2
71,16,3
71,17,2
71,18,5
71,19,3
71,20,8
71,21,6
71,22,6
71,23,2
71,24,5
71,25,1
71,26,7
71,27,1
71,28,8
71,29,1
71,30,8
71,31,3
71,32,1
71,33,2
71,34,6
71,35,5
71,36,2
71,37,2
71,38,6
71,39,5
71,40,5
71,41,5
71,42,4
71,43,2
71,44,1
71,45,6
71,46,11
71,47,10
71,48,4
71,49,3
71,50,7
71,51,6
71,52,6
71,53,11
71,54,7
71,55,7
71,56,5
71,57,4
71,58,5
71,59,7
71,60,6
71,61,5
71,62,3
71,63,4
71,64,6
71,65,6
71,66,12
71,67,9
71,68,7
71,69,6
71,70,8
72,1,23
72,2,18
72,3,12
72,4,6
72,5,8
72,6,11
72,7,16
72,8,10
72,9,11
72,10,4
72,11,6
72,12,9
72,13,11
72,14,11
72,15,7
72,16,7
72,17,11
72,18,7
72,19,12
72,20,6
72,21,5
72,22,6
72,23,36
72,24,8
72,25,11
72,26,4
72,27,2
72,28,1
72,29,2
72,30,1
72,31,1
72,32,10
72,33,10
72,34,11
72,35,11
72,36,6
72,37,32
72,38,15
72,39,12
72,40,11
72,41,11
72,42,16
72,43,4
72,44,4
72,45,15
72,46,3
72,47,4
72,48,22
72,49,21
72,50,16
72,51,14
72,52,5
72,53,4
72,54,12
72,55,12
72,56,2
72,57,2
72,58,7
72,59,9
72,60,5
72,61,7
72,62,8
72,63,7
72,64,9
72,65,9
72,66,2
72,67,16
72,68,5
72,69,5
72,70,5
72,71,3
73,1,25
73,2,17
73,3,13
73,4,4
73,5,8
73,6,11
73,7,17
73,8,11
73,9,12
73,10,3
73,11,8
73,12,9
73,13,12
73,14,10
73,15,7
73,16,7
73,17,10
73,18,8
73,19,12
73,20,6
73,21,5
73,22,7
73,23,30
73,24,7
73,25,10
73,26,6
73,27,2
73,28,1
73,29,2
73,30,4
73,31,1
73,32,10
73,33,10
73,34,11
73,35,11
73,36,5
73,37,31
73,38,14
73,39,12
73,40,11
73,41,11
73,42,15
73,43,4
73,44,4
73,45,14
73,46,3
73,47,4
73,48,21
73,49,20
73,50,15
73,51,13
73,52,5
73,53,4
73,54,11
73,55,11
73,56,2
73,57,2
73,58,6
73,59,8
73,60,5
73,61,6
73,62,8
73,63,7
73,64,8
73,65,8
73,66,2
73,67,15
73,68,4
73,69,4
73,70,5
73,71,3
73,72,48
74,1,22
74,2,4
74,3,7
74,4,7
74,5,3
74,6,7
74,7,14
74,8,3
74,9,16
74,10,2
74,11,1
74,12,4
74,13,2
74,14,2
74,15,2
74,16,3
74,17,4
74,18,2
74,19,2
74,20,10
74,21,13
74,22,10
74,23,1
74,24,14
74,25,9
74,26,8
74,27,5
74,28,8
74,29,5
74,30,7
74,31,5
74,32,8
74,33,6
74,34,7
74,35,7
74,36,4
74,37,5
74,38,19
74,39,2
74,40,5
74,41,5
74,42,6
74,43,1
74,44,2
74,45,4
74,46,7
74,47,4
74,48,10
74,49,10
74,50,24
74,51,9
74,52,4
74,53,4
74,54,15
74,55,15
74,56,2
74,57,2
74,58,7
74,59,6
74,60,6
74,61,6
74,62,6
74,63,7
74,64,8
74,65,8
74,66,6
74,67,10
74,68,10
74,69,10
74,70,4
74,71,7
74,72,8
74,73,8
75,1,9
75,2,3
75,3,5
75,4,3
75,5,2
75,6,3
75,7,3
75,8,1
75,9,3
75,10,1
75,11,2
75,12,3
75,13,1
75,14,1
75,15,1
75,16,3
75,17,2
75,18,2
75,19,1
75,20,4
75,21,4
75,22,3
75,23,1
75,24,6
75,25,4
75,26,3
75,27,1
75,28,2
75,29,1
75,30,2
75,31,1
75,32,4
75,33,3
75,34,3
75,35,3
75,36,2
75,37,3
75,38,5
75,39,2
75,40,4
75,41,4
75,42,4
75,43,1
75,44,1
75,45,3
75,46,5
75,47,4
75,48,8
75,49,6
75,50,5
75,51,7
75,52,5
75,53,7
75,54,6
75,55,6
75,56,3
75,57,3
75,58,3
75,59,5
75,60,4
75,61,2
75,62,5
75,63,6
75,64,4
75,65,4
75,66,4
75,67,6
75,68,5
75,69,5
75,70,5
75,71,6
75,72,5
75,73,5
75,74,9
76,1,46
76,2,6
76,3,12
76,4,3
76,5,8
76,6,8
76,7,5
76,8,4
76,9,8
76,10,8
76,11,7
76,12,11
76,13,8
76,14,14
76,15,1
76,16,5
76,17,2
76,18,6
76,19,4
76,20,8
76,21,6
76,22,9
76,23,5
76,24,3
76,25,4
76,26,5
76,27,3
76,28,2
76,29,3
76,30,2
76,31,2
76,32,5
76,33,5
76,34,5
76,35,5
76,36,4
76,37,6
76,38,9
76,39,10
76,40,3
76,41,4
76,42,3
76,43,2
76,44,1
76,45,6
76,46,9
76,47,12
76,48,4
76,49,3
76,50,9
76,51,8
76,52,12
76,53,11
76,54,6
76,55,6
76,56,7
76,57,6
76,58,7
76,59,8
76,60,7
76,61,10
76,62,6
76,63,4
76,64,8
76,65,8
76,66,7
76,67,9
76,68,6
76,69,6
76,70,8
76,71,8
76,72,4
76,73,4
76,74,3
76,75,4
77,1,26
77,2,6
77,3,13
77,4,5
77,5,1
77,6,4
77,7,1
77,8,2
77,9,2
77,10,4
77,11,2
77,12,2
77,13,5
77,14,4
77,15,1
77,16,4
77,17,1
77,18,5
77,19,3
77,20,12
77,21,5
77,22,7
77,23,1
77,24,2
77,25,3
77,26,2
77,27,0
77,28,1
77,29,0
77,30,3
77,31,0
77,32,2
77,33,6
77,34,17
77,35,16
77,36,16
77,37,7
77,38,3
77,39,14
77,40,2
77,41,2
77,42,2
77,43,1
77,44,1
77,45,4
77,46,28
77,47,8
77,48,2
77,49,3
77,50,4
77,51,8
77,52,7
77,53,6
77,54,2
77,55,2
77,56,6
77,57,9
77,58,3
77,59,7
77,60,4
77,61,5
77,62,3
77,63,3
77,64,4
77,65,4
77,66,11
77,67,5
77,68,4
77,69,4
77,70,5
77,71,7
77,72,2
77,73,2
77,74,3
77,75,3
77,76,6
78,1,13
78,2,9
78,3,3
78,4,2
78,5,3
78,6,7
78,7,5
78,8,6
78,9,5
78,10,3
78,11,2
78,12,2
78,13,5
78,14,6
78,15,7
78,16,17
78,17,5
78,18,4
78,19,8
78,20,2
78,21,6
78,22,3
78,23,3
78,24,5
78,25,9
78,26,3
78,27,0
78,28,2
78,29,0
78,30,3
78,31,0
78,32,8
78,33,6
78,34,5
78,35,5
78,36,6
78,37,5
78,38,8
78,39,4
78,40,7
78,41,6
78,42,7
78,43,1
78,44,2
78,45,6
78,46,2
78,47,2
78,48,9
78,49,9
78,50,6
78,51,5
78,52,4
78,53,2
78,54,11
78,55,11
78,56,2
78,57,3
78,58,4
78,59,4
78,60,6
78,61,4
78,62,4
78,63,4
78,64,6
78,65,6
78,66,2
78,67,4
78,68,4
78,69,3
78,70,4
78,71,4
78,72,10
78,73,9
78,74,9
78,75,5
78,76,2
78,77,2
79,1,15
79,2,12
79,3,6
79,4,2
79,5,5
79,6,9
79,7,7
79,8,8
79,9,7
79,10,3
79,11,4
79,12,4
79,13,7
79,14,8
79,15,6
79,16,17
79,17,5
79,18,4
79,19,8
79,20,4
79,21,7
79,22,5
79,23,6
79,24,6
79,25,8
79,26,5
79,27,2
79,28,2
79,29,2
79,30,2
79,31,1
79,32,10
79,33,9
79,34,7
79,35,7
79,36,7
79,37,7
79,38,10
79,39,6
79,40,7
79,41,7
79,42,7
79,43,1
79,44,2
79,45,9
79,46,2
79,47,4
79,48,12
79,49,10
79,50,8
79,51,6
79,52,6
79,53,4
79,54,13
79,55,13
79,56,2
79,57,3
79,58,6
79,59,6
79,60,7
79,61,7
79,62,5
79,63,4
79,64,9
79,65,9
79,66,2
79,67,6
79,68,6
79,69,5
79,70,6
79,71,4
79,72,13
79,73,12
79,74,9
79,75,5
79,76,4
79,77,2
79,78,27
80,1,22
80,2,9
80,3,9
80,4,6
80,5,5
80,6,9
80,7,9
80,8,8
80,9,12
80,10,7
80,11,7
80,12,7
80,13,5
80,14,5
80,15,4
80,16,5
80,17,7
80,18,5
80,19,6
80,20,12
80,21,13
80,22,11
80,23,5
80,24,23
80,25,10
80,26,12
80,27,5
80,28,13
80,29,5
80,30,9
80,31,5
80,32,11
80,33,7
80,34,11
80,35,11
80,36,8
80,37,11
80,38,14
80,39,10
80,40,4
80,41,4
80,42,5
80,43,1
80,44,2
80,45,10
80,46,8
80,47,8
80,48,13
80,49,12
80,50,10
80,51,12
80,52,8
80,53,8
80,54,16
80,55,16
80,56,3
80,57,3
80,58,5
80,59,8
80,60,4
80,61,10
80,62,7
80,63,4
80,64,7
80,65,7
80,66,7
80,67,10
80,68,12
80,69,12
80,70,3
80,71,6
80,72,9
80,73,9
80,74,15
80,75,8
80,76,6
80,77,3
80,78,8
80,79,9
81,1,7
81,2,4
81,3,3
81,4,3
81,5,5
81,6,8
81,7,5
81,8,6
81,9,3
81,10,3
81,11,1
81,12,2
81,13,15
81,14,5
81,15,2
81,16,3
81,17,21
81,18,2
81,19,2
81,20,2
81,21,2
81,22,3
81,23,1
81,24,4
81,25,6
81,26,2
81,27,0
81,28,3
81,29,0
81,30,3
81,31,0
81,32,5
81,33,4
81,34,5
81,35,5
81,36,3
81,37,5
81,38,5
81,39,2
81,40,4
81,41,4
81,42,5
81,43,1
81,44,2
81,45,4
81,46,3
81,47,3
81,48,7
81,49,7
81,50,5
81,51,6
81,52,3
81,53,2
81,54,6
81,55,6
81,56,3
81,57,3
81,58,2
81,59,4
81,60,3
81,61,4
81,62,5
81,63,7
81,64,5
81,65,5
81,66,2
81,67,4
81,68,3
81,69,3
81,70,4
81,71,4
81,72,7
81,73,7
81,74,12
81,75,6
81,76,4
81,77,2
81,78,7
81,79,7
81,80,6
82,1,18
82,2,3
82,3,17
82,4,14
82,5,2
82,6,28
82,7,11
82,8,5
82,9,13
82,10,4
82,11,3
82,12,6
82,13,6
82,14,7
82,15,2
82,16,2
82,17,7
82,18,5
82,19,2
82,20,10
82,21,26
82,22,9
82,23,3
82,24,12
82,25,4
82,26,9
82,27,10
82,28,9
82,29,10
82,30,8
82,31,9
82,32,10
82,33,7
82,34,7
82,35,7
82,36,2
82,37,3
82,38,16
82,39,4
82,40,4
82,41,4
82,42,5
82,43,1
82,44,1
82,45,3
82,46,8
82,47,4
82,48,10
82,49,7
82,50,13
82,51,6
82,52,5
82,53,4
82,54,16
82,55,16
82,56,3
82,57,4
82,58,3
82,59,6
82,60,7
82,61,5
82,62,8
82,63,9
82,64,7
82,65,7
82,66,7
82,67,8
82,68,10
82,69,10
82,70,4
82,71,7
82,72,4
82,73,4
82,74,20
82,75,8
82,76,4
82,77,4
82,78,6
82,79,6
82,80,12
82,81,4
83,1,25
83,2,7
83,3,20
83,4,12
83,5,3
83,6,32
83,7,12
83,8,10
83,9,12
83,10,6
83,11,5
83,12,6
83,13,8
83,14,9
83,15,4
83,16,4
83,17,7
83,18,4
83,19,5
83,20,11
83,21,29
83,22,11
83,23,5
83,24,15
83,25,4
83,26,10
83,27,11
83,28,9
83,29,12
83,30,7
83,31,9
83,32,13
83,33,7
83,34,12
83,35,12
83,36,3
83,37,7
83,38,15
83,39,6
83,40,4
83,41,4
83,42,6
83,43,1
83,44,2
83,45,7
83,46,6
83,47,4
83,48,13
83,49,10
83,50,15
83,51,7
83,52,8
83,53,7
83,54,16
83,55,16
83,56,3
83,57,3
83,58,6
83,59,10
83,60,8
83,61,7
83,62,8
83,63,8
83,64,9
83,65,9
83,66,6
83,67,9
83,68,13
83,69,12
83,70,5
83,71,10
83,72,8
83,73,8
83,74,17
83,75,8
83,76,5
83,77,3
83,78,8
83,79,10
83,80,14
83,81,5
83,82,46
84,1,32
84,2,11
84,3,10
84,4,6
84,5,7
84,6,9
84,7,9
84,8,8
84,9,12
84,10,6
84,11,8
84,12,9
84,13,6
84,14,7
84,15,4
84,16,6
84,17,7
84,18,6
84,19,7
84,20,13
84,21,11
84,22,11
84,23,10
84,24,20
84,25,11
84,26,15
84,27,5
84,28,11
84,29,5
84,30,10
84,31,4
84,32,12
84,33,10
84,34,12
84,35,12
84,36,11
84,37,9
84,38,13
84,39,8
84,40,6
84,41,6
84,42,6
84,43,1
84,44,2
84,45,13
84,46,5
84,47,5
84,48,14
84,49,12
84,50,11
84,51,14
84,52,6
84,53,7
84,54,15
84,55,15
84,56,2
84,57,2
84,58,6
84,59,7
84,60,7
84,61,6
84,62,7
84,63,6
84,64,8
84,65,8
84,66,4
84,67,10
84,68,15
84,69,14
84,70,6
84,71,13
84,72,14
84,73,13
84,74,17
84,75,10
84,76,4
84,77,4
84,78,10
84,79,13
84,80,24
84,81,8
84,82,13
84,83,19
85,1,17
85,2,8
85,3,7
85,4,4
85,5,7
85,6,5
85,7,6
85,8,8
85,9,10
85,10,7
85,11,10
85,12,9
85,13,10
85,14,50
85,15,5
85,16,3
85,17,12
85,18,7
85,19,5
85,20,5
85,21,4
85,22,4
85,23,8
85,24,9
85,25,8
85,26,6
85,27,3
85,28,3
85,29,3
85,30,3
85,31,3
85,32,3
85,33,4
85,34,5
85,35,5
85,36,5
85,37,3
85,38,5
85,39,8
85,40,7
85,41,7
85,42,7
85,43,2
85,44,1
85,45,9
85,46,3
85,47,4
85,48,8
85,49,7
85,50,9
85,51,6
85,52,5
85,53,3
85,54,7
85,55,7
85,56,3
85,57,2
85,58,4
85,59,7
85,60,6
85,61,8
85,62,11
85,63,13
85,64,10
85,65,10
85,66,2
85,67,9
85,68,7
85,69,7
85,70,3
85,71,4
85,72,5
85,73,5
85,74,8
85,75,5
85,76,4
85,77,2
85,78,5
85,79,5
85,80,13
85,81,10
85,82,8
85,83,6
85,84,12
86,1,19
86,2,13
86,3,7
86,4,4
86,5,4
86,6,9
86,7,8
86,8,14
86,9,6
86,10,4
86,11,5
86,12,6
86,13,22
86,14,15
86,15,6
86,16,6
86,17,13
86,18,4
86,19,9
86,20,7
86,21,4
86,22,5
86,23,15
86,24,7
86,25,7
86,26,4
86,27,2
86,28,2
86,29,2
86,30,2
86,31,1
86,32,10
86,33,9
86,34,9
86,35,9
86,36,6
86,37,10
86,38,8
86,39,6
86,40,7
86,41,7
86,42,8
86,43,1
86,44,2
86,45,11
86,46,3
86,47,4
86,48,15
86,49,13
86,50,8
86,51,10
86,52,4
86,53,4
86,54,9
86,55,8
86,56,2
86,57,2
86,58,5
86,59,6
86,60,7
86,61,7
86,62,7
86,63,9
86,64,9
86,65,9
86,66,2
86,67,7
86,68,5
86,69,5
86,70,5
86,71,3
86,72,19
86,73,19
86,74,11
86,75,5
86,76,4
86,77,2
86,78,9
86,79,12
86,80,12
86,81,14
86,82,5
86,83,9
86,84,18
86,85,13
87,1,17
87,2,11
87,3,2
87,4,3
87,5,5
87,6,8
87,7,10
87,8,14
87,9,4
87,10,3
87,11,2
87,12,5
87,13,20
87,14,11
87,15,11
87,16,11
87,17,16
87,18,5
87,19,12
87,20,4
87,21,4
87,22,3
87,23,6
87,24,5
87,25,10
87,26,1
87,27,0
87,28,1
87,29,0
87,30,2
87,31,0
87,32,8
87,33,5
87,34,7
87,35,7
87,36,5
87,37,7
87,38,11
87,39,8
87,40,11
87,41,11
87,42,13
87,43,3
87,44,4
87,45,10
87,46,2
87,47,2
87,48,15
87,49,15
87,50,10
87,51,14
87,52,2
87,53,2
87,54,8
87,55,7
87,56,2
87,57,2
87,58,3
87,59,5
87,60,4
87,61,4
87,62,7
87,63,9
87,64,5
87,65,5
87,66,2
87,67,9
87,68,2
87,69,2
87,70,3
87,71,3
87,72,19
87,73,19
87,74,8
87,75,5
87,76,2
87,77,2
87,78,10
87,79,9
87,80,7
87,81,12
87,82,4
87,83,6
87,84,9
87,85,9
87,86,35
88,1,27
88,2,10
88,3,15
88,4,10
88,5,6
88,6,18
88,7,6
88,8,9
88,9,7
88,10,5
88,11,5
88,12,6
88,13,9
88,14,9
88,15,5
88,16,16
88,17,2
88,18,27
88,19,14
88,20,11
88,21,10
88,22,10
88,23,4
88,24,5
88,25,7
88,26,6
88,27,2
88,28,4
88,29,3
88,30,4
88,31,1
88,32,7
88,33,5
88,34,10
88,35,10
88,36,6
88,37,7
88,38,5
88,39,8
88,40,5
88,41,5
88,42,5
88,43,1
88,44,2
88,45,12
88,46,6
88,47,7
88,48,9
88,49,7
88,50,8
88,51,11
88,52,11
88,53,7
88,54,11
88,55,11
88,56,5
88,57,5
88,58,8
88,59,12
88,60,6
88,61,6
88,62,5
88,63,4
88,64,7
88,65,7
88,66,5
88,67,8
88,68,6
88,69,6
88,70,10
88,71,8
88,72,9
88,73,9
88,74,6
88,75,6
88,76,8
88,77,9
88,78,7
88,79,10
88,80,7
88,81,8
88,82,3
88,83,9
88,84,13
88,85,4
88,86,9
88,87,8
89,1,24
89,2,9
89,3,11
89,4,3
89,5,11
89,6,9
89,7,7
89,8,7
89,9,14
89,10,6
89,11,30
89,12,8
89,13,9
89,14,9
89,15,6
89,16,3
89,17,3
89,18,4
89,19,3
89,20,10
89,21,2
89,22,9
89,23,9
89,24,9
89,25,2
89,26,11
89,27,4
89,28,6
89,29,5
89,30,7
89,31,4
89,32,17
89,33,16
89,34,5
89,35,5
89,36,3
89,37,6
89,38,10
89,39,13
89,40,4
89,41,5
89,42,4
89,43,2
89,44,1
89,45,4
89,46,4
89,47,11
89,48,6
89,49,4
89,50,10
89,51,11
89,52,10
89,53,11
89,54,6
89,55,6
89,56,3
89,57,2
89,58,5
89,59,10
89,60,5
89,61,9
89,62,7
89,63,5
89,64,7
89,65,7
89,66,4
89,67,11
89,68,11
89,69,11
89,70,9
89,71,6
89,72,4
89,73,4
89,74,6
89,75,4
89,76,10
89,77,4
89,78,3
89,79,5
89,80,6
89,81,7
89,82,2
89,83,4
89,84,7
89,85,9
89,86,6
89,87,2
89,88,9
90,1,14
90,2,12
90,3,10
90,4,4
90,5,5
90,6,6
90,7,7
90,8,6
90,9,5
90,10,4
90,11,6
90,12,6
90,13,8
90,14,10
90,15,5
90,16,6
90,17,9
90,18,4
90,19,7
90,20,5
90,21,11
90,22,5
90,23,9
90,24,10
90,25,10
90,26,7
90,27,2
90,28,1
90,29,3
90,30,2
90,31,1
90,32,14
90,33,12
90,34,26
90,35,27
90,36,6
90,37,9
90,38,11
90,39,18
90,40,6
90,41,6
90,42,7
90,43,1
90,44,2
90,45,9
90,46,3
90,47,5
90,48,12
90,49,16
90,50,10
90,51,13
90,52,7
90,53,4
90,54,11
90,55,11
90,56,3
90,57,2
90,58,7
90,59,13
90,60,7
90,61,7
90,62,12
90,63,11
90,64,10
90,65,10
90,66,3
90,67,9
90,68,8
90,69,7
90,70,5
90,71,4
90,72,16
90,73,15
90,74,12
90,75,7
90,76,4
90,77,14
90,78,12
90,79,14
90,80,12
90,81,7
90,82,12
90,83,19
90,84,15
90,85,7
90,86,14
90,87,11
90,88,10
90,89,5
91,1,16
91,2,14
91,3,10
91,4,4
91,5,7
91,6,7
91,7,7
91,8,7
91,9,6
91,10,5
91,11,8
91,12,7
91,13,9
91,14,11
91,15,5
91,16,6
91,17,9
91,18,4
91,19,7
91,20,6
91,21,11
91,22,6
91,23,9
91,24,11
91,25,10
91,26,8
91,27,2
91,28,2
91,29,2
91,30,2
91,31,2
91,32,15
91,33,12
91,34,26
91,35,27
91,36,7
91,37,11
91,38,14
91,39,20
91,40,5
91,41,5
91,42,6
91,43,1
91,44,2
91,45,8
91,46,3
91,47,7
91,48,11
91,49,14
91,50,9
91,51,14
91,52,9
91,53,6
91,54,9
91,55,9
91,56,3
91,57,2
91,58,6
91,59,12
91,60,6
91,61,9
91,62,12
91,63,10
91,64,9
91,65,9
91,66,3
91,67,8
91,68,9
91,69,8
91,70,4
91,71,3
91,72,15
91,73,14
91,74,11
91,75,6
91,76,7
91,77,14
91,78,11
91,79,13
91,80,14
91,81,6
91,82,11
91,83,17
91,84,14
91,85,6
91,86,13
91,87,10
91,88,8
91,89,8
91,90,45
92,1,32
92,2,4
92,3,20
92,4,13
92,5,2
92,6,33
92,7,7
92,8,4
92,9,13
92,10,5
92,11,2
92,12,4
92,13,5
92,14,4
92,15,3
92,16,5
92,17,2
92,18,4
92,19,6
92,20,20
92,21,25
92,22,23
92,23,2
92,24,11
92,25,5
92,26,8
92,27,10
92,28,7
92,29,10
92,30,7
92,31,9
92,32,4
92,33,2
92,34,7
92,35,7
92,36,4
92,37,5
92,38,12
92,39,4
92,40,2
92,41,2
92,42,2
92,43,1
92,44,2
92,45,7
92,46,9
92,47,6
92,48,6
92,49,5
92,50,11
92,51,6
92,52,6
92,53,9
92,54,13
92,55,13
92,56,4
92,57,4
92,58,6
92,59,7
92,60,5
92,61,6
92,62,5
92,63,2
92,64,5
92,65,6
92,66,9
92,67,7
92,68,10
92,69,10
92,70,6
92,71,11
92,72,5
92,73,5
92,74,13
92,75,5
92,76,7
92,77,9
92,78,4
92,79,5
92,80,11
92,81,3
92,82,25
92,83,30
92,84,9
92,85,2
92,86,5
92,87,4
92,88,9
92,89,5
92,90,6
92,91,6
93,1,9
93,2,6
93,3,4
93,4,1
93,5,4
93,6,5
93,7,3
93,8,5
93,9,3
93,10,3
93,11,3
93,12,3
93,13,3
93,14,4
93,15,3
93,16,4
93,17,3
93,18,1
93,19,4
93,20,4
93,21,4
93,22,14
93,23,3
93,24,7
93,25,6
93,26,4
93,27,1
93,28,3
93,29,1
93,30,1
93,31,1
93,32,7
93,33,4
93,34,4
93,35,4
93,36,5
93,37,8
93,38,7
93,39,4
93,40,3
93,41,3
93,42,3
93,43,1
93,44,2
93,45,5
93,46,4
93,47,5
93,48,7
93,49,7
93,50,4
93,51,8
93,52,6
93,53,6
93,54,7
93,55,7
93,56,4
93,57,3
93,58,3
93,59,3
93,60,3
93,61,4
93,62,6
93,63,4
93,64,3
93,65,3
93,66,4
93,67,5
93,68,6
93,69,6
93,70,4
93,71,6
93,72,8
93,73,7
93,74,7
93,75,7
93,76,8
93,77,3
93,78,7
93,79,8
93,80,10
93,81,6
93,82,4
93,83,8
93,84,8
93,85,2
93,86,7
93,87,6
93,88,7
93,89,5
93,90,8
93,91,9
93,92,18
94,1,11
94,2,13
94,3,13
94,4,2
94,5,8
94,6,7
94,7,6
94,8,4
94,9,7
94,10,8
94,11,7
94,12,9
94,13,9
94,14,10
94,15,2
94,16,5
94,17,3
94,18,7
94,19,5
94,20,8
94,21,5
94,22,9
94,23,6
94,24,4
94,25,3
94,26,5
94,27,3
94,28,1
94,29,5
94,30,3
94,31,2
94,32,4
94,33,11
94,34,8
94,35,8
94,36,7
94,37,4
94,38,7
94,39,8
94,40,5
94,41,6
94,42,5
94,43,2
94,44,1
94,45,8
94,46,5
94,47,10
94,48,6
94,49,5
94,50,10
94,51,6
94,52,9
94,53,9
94,54,8
94,55,8
94,56,5
94,57,4
94,58,9
94,59,10
94,60,8
94,61,8
94,62,8
94,63,6
94,64,9
94,65,9
94,66,4
94,67,10
94,68,6
94,69,6
94,70,8
94,71,6
94,72,6
94,73,6
94,74,4
94,75,4
94,76,8
94,77,7
94,78,4
94,79,6
94,80,5
94,81,3
94,82,4
94,83,6
94,84,8
94,85,6
94,86,5
94,87,4
94,88,9
94,89,7
94,90,8
94,91,6
94,92,5
94,93,3
95,1,14
95,2,15
95,3,12
95,4,2
95,5,9
95,6,8
95,7,6
95,8,5
95,9,7
95,10,7
95,11,8
95,12,9
95,13,9
95,14,11
95,15,2
95,16,6
95,17,4
95,18,6
95,19,5
95,20,7
95,21,6
95,22,10
95,23,7
95,24,6
95,25,5
95,26,6
95,27,2
95,28,2
95,29,4
95,30,2
95,31,3
95,32,6
95,33,9
95,34,9
95,35,9
95,36,8
95,37,6
95,38,10
95,39,10
95,40,4
95,41,4
95,42,4
95,43,2
95,44,1
95,45,7
95,46,5
95,47,11
95,48,5
95,49,4
95,50,9
95,51,7
95,52,10
95,53,10
95,54,7
95,55,7
95,56,5
95,57,4
95,58,8
95,59,9
95,60,6
95,61,9
95,62,7
95,63,5
95,64,7
95,65,7
95,66,4
95,67,8
95,68,7
95,69,7
95,70,6
95,71,5
95,72,6
95,73,5
95,74,3
95,75,3
95,76,10
95,77,7
95,78,4
95,79,6
95,80,7
95,81,2
95,82,3
95,83,4
95,84,8
95,85,5
95,86,4
95,87,3
95,88,7
95,89,9
95,90,7
95,91,10
95,92,5
95,93,5
95,94,24
96,1,23
96,2,9
96,3,10
96,4,3
96,5,4
96,6,7
96,7,7
96,8,6
96,9,10
96,10,2
96,11,3
96,12,4
96,13,6
96,14,5
96,15,4
96,16,5
96,17,3
96,18,1
96,19,4
96,20,9
96,21,12
96,22,11
96,23,4
96,24,16
96,25,6
96,26,12
96,27,5
96,28,8
96,29,6
96,30,7
96,31,4
96,32,6
96,33,4
96,34,8
96,35,8
96,36,3
96,37,7
96,38,14
96,39,6
96,40,4
96,41,4
96,42,5
96,43,1
96,44,2
96,45,7
96,46,5
96,47,5
96,48,11
96,49,9
96,50,11
96,51,7
96,52,6
96,53,8
96,54,13
96,55,13
96,56,2
96,57,2
96,58,6
96,59,7
96,60,6
96,61,5
96,62,5
96,63,7
96,64,8
96,65,8
96,66,5
96,67,9
96,68,15
96,69,15
96,70,6
96,71,9
96,72,8
96,73,8
96,74,14
96,75,8
96,76,5
96,77,5
96,78,7
96,79,9
96,80,15
96,81,7
96,82,11
96,83,17
96,84,15
96,85,5
96,86,8
96,87,7
96,88,12
96,89,8
96,90,12
96,91,10
96,92,15
96,93,8
96,94,6
96,95,4
97,1,25
97,2,9
97,3,13
97,4,5
97,5,4
97,6,15
97,7,4
97,8,5
97,9,5
97,10,2
97,11,3
97,12,6
97,13,7
97,14,8
97,15,3
97,16,12
97,17,2
97,18,7
97,19,9
97,20,12
97,21,8
97,22,17
97,23,5
97,24,7
97,25,6
97,26,8
97,27,2
97,28,3
97,29,2
97,30,3
97,31,1
97,32,8
97,33,7
97,34,10
97,35,10
97,36,6
97,37,7
97,38,6
97,39,8
97,40,3
97,41,3
97,42,3
97,43,1
97,44,2
97,45,10
97,46,7
97,47,7
97,48,9
97,49,8
97,50,9
97,51,13
97,52,9
97,53,6
97,54,9
97,55,9
97,56,5
97,57,4
97,58,7
97,59,11
97,60,6
97,61,5
97,62,4
97,63,5
97,64,7
97,65,7
97,66,6
97,67,11
97,68,7
97,69,7
97,70,7
97,71,6
97,72,9
97,73,8
97,74,10
97,75,9
97,76,8
97,77,8
97,78,6
97,79,9
97,80,9
97,81,7
97,82,5
97,83,10
97,84,16
97,85,4
97,86,10
97,87,5
97,88,24
97,89,7
97,90,12
97,91,11
97,92,14
97,93,19
97,94,6
97,95,6
97,96,11
98,1,8
98,2,6
98,3,2
98,4,3
98,5,6
98,6,2
